post_id,category,post_text,timestamp
2226,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-04-02 17:00:00
2227,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-04-02 18:00:00
2228,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-04-02 19:00:00
2229,Stolen Credentials,Anyone interested in malware development? I have samples.,2024-04-02 20:00:00
2230,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-04-02 21:00:00
2231,Phishing,Selling high-quality ransomware with encryption.,2024-04-02 22:00:00
2232,Carding,Looking for buyers of stolen PayPal credentials.,2024-04-02 23:00:00
2233,Data Leaks,Looking for buyers of stolen PayPal credentials.,2024-04-03 00:00:00
2234,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-04-03 01:00:00
2235,Anonymity Services,Selling high-quality ransomware with encryption.,2024-04-03 02:00:00
2236,Trojan Deployment,Best anonymous VPN for dark web access?,2024-04-03 03:00:00
2237,Ransomware,Anyone interested in malware development? I have samples.,2024-04-03 04:00:00
2238,Data Leaks,Anyone interested in malware development? I have samples.,2024-04-03 05:00:00
2239,Anonymity Services,Best anonymous VPN for dark web access?,2024-04-03 06:00:00
2240,Carding,Selling high-quality ransomware with encryption.,2024-04-03 07:00:00
2241,Carding,We need volunteers for a DDoS attack on major bank sites.,2024-04-03 08:00:00
2242,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-04-03 09:00:00
2243,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-03 10:00:00
2244,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-04-03 11:00:00
2245,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-04-03 12:00:00
2246,Data Leaks,Selling high-quality ransomware with encryption.,2024-04-03 13:00:00
2247,Trojan Deployment,Selling high-quality ransomware with encryption.,2024-04-03 14:00:00
2248,Phishing,Anyone interested in malware development? I have samples.,2024-04-03 15:00:00
2249,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-04-03 16:00:00
2250,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-04-03 17:00:00
2251,Hacking Tools,Best anonymous VPN for dark web access?,2024-04-03 18:00:00
2252,Hacking Tools,Zero-day exploits available for purchase.,2024-04-03 19:00:00
2253,Data Leaks,Best anonymous VPN for dark web access?,2024-04-03 20:00:00
2254,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-04-03 21:00:00
2255,Stolen Credentials,Zero-day exploits available for purchase.,2024-04-03 22:00:00
2256,Anonymity Services,Anyone interested in malware development? I have samples.,2024-04-03 23:00:00
2257,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-04-04 00:00:00
2258,Data Leaks,"New exploit found in Windows 11, selling access.",2024-04-04 01:00:00
2259,Hacking Tools,Selling high-quality ransomware with encryption.,2024-04-04 02:00:00
2260,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-04-04 03:00:00
2261,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-04-04 04:00:00
2262,Phishing,"Dump of 10,000 stolen emails available.",2024-04-04 05:00:00
2263,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-04-04 06:00:00
2264,Hacking Tools,Selling high-quality ransomware with encryption.,2024-04-04 07:00:00
2265,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-04-04 08:00:00
2266,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-04-04 09:00:00
2267,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-04 10:00:00
2268,Exploit Kits,Zero-day exploits available for purchase.,2024-04-04 11:00:00
2269,Ransomware,"New exploit found in Windows 11, selling access.",2024-04-04 12:00:00
2270,Stolen Credentials,Best anonymous VPN for dark web access?,2024-04-04 13:00:00
2271,Anonymity Services,Looking for botnet rental services. Need advice?,2024-04-04 14:00:00
2272,Data Leaks,"New exploit found in Windows 11, selling access.",2024-04-04 15:00:00
2273,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-04-04 16:00:00
2274,Ransomware,Zero-day exploits available for purchase.,2024-04-04 17:00:00
2275,Ransomware,Exclusive forum for hackers—invites only!,2024-04-04 18:00:00
2276,Hacking Tools,Zero-day exploits available for purchase.,2024-04-04 19:00:00
2277,Carding,Looking for botnet rental services. Need advice?,2024-04-04 20:00:00
2278,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-04-04 21:00:00
2279,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-04-04 22:00:00
2280,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-04-04 23:00:00
2281,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-04-05 00:00:00
2282,Ransomware,Looking for botnet rental services. Need advice?,2024-04-05 01:00:00
2283,Carding,Best anonymous VPN for dark web access?,2024-04-05 02:00:00
2284,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-04-05 03:00:00
2285,Exploit Kits,Anyone interested in malware development? I have samples.,2024-04-05 04:00:00
2286,Anonymity Services,Zero-day exploits available for purchase.,2024-04-05 05:00:00
2287,Trojan Deployment,Zero-day exploits available for purchase.,2024-04-05 06:00:00
2288,Ransomware,Selling high-quality ransomware with encryption.,2024-04-05 07:00:00
2289,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-04-05 08:00:00
2290,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-04-05 09:00:00
2291,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-04-05 10:00:00
2292,Carding,We need volunteers for a DDoS attack on major bank sites.,2024-04-05 11:00:00
2293,Carding,Looking for buyers of stolen PayPal credentials.,2024-04-05 12:00:00
2294,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-04-05 13:00:00
2295,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-04-05 14:00:00
2296,Hacking Tools,Anyone interested in malware development? I have samples.,2024-04-05 15:00:00
2297,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-04-05 16:00:00
2298,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-04-05 17:00:00
2299,Trojan Deployment,Best anonymous VPN for dark web access?,2024-04-05 18:00:00
2300,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-04-05 19:00:00
2301,Carding,"New exploit found in Windows 11, selling access.",2024-04-05 20:00:00
2302,Ransomware,"Dump of 10,000 stolen emails available.",2024-04-05 21:00:00
2303,Carding,Exclusive forum for hackers—invites only!,2024-04-05 22:00:00
2304,Anonymity Services,Looking for botnet rental services. Need advice?,2024-04-05 23:00:00
2305,Data Leaks,Selling high-quality ransomware with encryption.,2024-04-06 00:00:00
2306,Phishing,Zero-day exploits available for purchase.,2024-04-06 01:00:00
2307,Carding,Exclusive forum for hackers—invites only!,2024-04-06 02:00:00
2308,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-04-06 03:00:00
2309,Carding,Looking for buyers of stolen PayPal credentials.,2024-04-06 04:00:00
2310,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-04-06 05:00:00
2311,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-04-06 06:00:00
2312,Carding,"Dump of 10,000 stolen emails available.",2024-04-06 07:00:00
2313,Ransomware,"Dump of 10,000 stolen emails available.",2024-04-06 08:00:00
2314,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-06 09:00:00
2315,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-04-06 10:00:00
2316,Carding,Exclusive forum for hackers—invites only!,2024-04-06 11:00:00
2317,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-04-06 12:00:00
2318,Anonymity Services,Looking for botnet rental services. Need advice?,2024-04-06 13:00:00
2319,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-04-06 14:00:00
2320,Stolen Credentials,Zero-day exploits available for purchase.,2024-04-06 15:00:00
2321,Anonymity Services,Anyone interested in malware development? I have samples.,2024-04-06 16:00:00
2322,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-04-06 17:00:00
2323,Phishing,Best anonymous VPN for dark web access?,2024-04-06 18:00:00
2324,Trojan Deployment,Anyone interested in malware development? I have samples.,2024-04-06 19:00:00
2325,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-04-06 20:00:00
2326,Ransomware,Best anonymous VPN for dark web access?,2024-04-06 21:00:00
2327,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-04-06 22:00:00
2328,Phishing,Zero-day exploits available for purchase.,2024-04-06 23:00:00
2329,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-04-07 00:00:00
2330,Trojan Deployment,Best anonymous VPN for dark web access?,2024-04-07 01:00:00
2331,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-04-07 02:00:00
2332,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-04-07 03:00:00
2333,Ransomware,Best anonymous VPN for dark web access?,2024-04-07 04:00:00
2334,DDoS-for-hire,Exclusive forum for hackers—invites only!,2024-04-07 05:00:00
2335,Ransomware,Selling high-quality ransomware with encryption.,2024-04-07 06:00:00
2336,Trojan Deployment,Zero-day exploits available for purchase.,2024-04-07 07:00:00
2337,Ransomware,Anyone interested in malware development? I have samples.,2024-04-07 08:00:00
2338,Data Leaks,Looking for buyers of stolen PayPal credentials.,2024-04-07 09:00:00
2339,Hacking Tools,Looking for botnet rental services. Need advice?,2024-04-07 10:00:00
2340,Phishing,Best anonymous VPN for dark web access?,2024-04-07 11:00:00
2341,Ransomware,"Dump of 10,000 stolen emails available.",2024-04-07 12:00:00
2342,Ransomware,Exclusive forum for hackers—invites only!,2024-04-07 13:00:00
2343,Anonymity Services,Zero-day exploits available for purchase.,2024-04-07 14:00:00
2344,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-04-07 15:00:00
2345,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-04-07 16:00:00
2346,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-07 17:00:00
2347,Phishing,Looking for buyers of stolen PayPal credentials.,2024-04-07 18:00:00
2348,Trojan Deployment,Best anonymous VPN for dark web access?,2024-04-07 19:00:00
2349,Hacking Tools,Anyone interested in malware development? I have samples.,2024-04-07 20:00:00
2350,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-04-07 21:00:00
2351,Data Leaks,Looking for buyers of stolen PayPal credentials.,2024-04-07 22:00:00
2352,Ransomware,"Dump of 10,000 stolen emails available.",2024-04-07 23:00:00
2353,Phishing,"New exploit found in Windows 11, selling access.",2024-04-08 00:00:00
2354,Ransomware,Zero-day exploits available for purchase.,2024-04-08 01:00:00
2355,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-04-08 02:00:00
2356,Carding,We need volunteers for a DDoS attack on major bank sites.,2024-04-08 03:00:00
2357,Stolen Credentials,Best anonymous VPN for dark web access?,2024-04-08 04:00:00
2358,Data Leaks,Exclusive forum for hackers—invites only!,2024-04-08 05:00:00
2359,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-04-08 06:00:00
2360,Carding,Anyone interested in malware development? I have samples.,2024-04-08 07:00:00
2361,Hacking Tools,Anyone interested in malware development? I have samples.,2024-04-08 08:00:00
2362,Data Leaks,Exclusive forum for hackers—invites only!,2024-04-08 09:00:00
2363,Anonymity Services,Exclusive forum for hackers—invites only!,2024-04-08 10:00:00
2364,Carding,Looking for botnet rental services. Need advice?,2024-04-08 11:00:00
2365,Trojan Deployment,Best anonymous VPN for dark web access?,2024-04-08 12:00:00
2366,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-04-08 13:00:00
2367,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-04-08 14:00:00
2368,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-04-08 15:00:00
2369,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-04-08 16:00:00
2370,Ransomware,"New exploit found in Windows 11, selling access.",2024-04-08 17:00:00
2371,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-04-08 18:00:00
2372,Ransomware,Zero-day exploits available for purchase.,2024-04-08 19:00:00
2373,Stolen Credentials,Zero-day exploits available for purchase.,2024-04-08 20:00:00
2374,Hacking Tools,Looking for botnet rental services. Need advice?,2024-04-08 21:00:00
2375,Data Leaks,Exclusive forum for hackers—invites only!,2024-04-08 22:00:00
2376,Hacking Tools,Exclusive forum for hackers—invites only!,2024-04-08 23:00:00
2377,Data Leaks,Anyone interested in malware development? I have samples.,2024-04-09 00:00:00
2378,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-04-09 01:00:00
2379,Anonymity Services,Anyone interested in malware development? I have samples.,2024-04-09 02:00:00
2380,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-04-09 03:00:00
2381,Data Leaks,Looking for buyers of stolen PayPal credentials.,2024-04-09 04:00:00
2382,Hacking Tools,Looking for botnet rental services. Need advice?,2024-04-09 05:00:00
2383,Phishing,Zero-day exploits available for purchase.,2024-04-09 06:00:00
2384,Hacking Tools,Selling high-quality ransomware with encryption.,2024-04-09 07:00:00
2385,Exploit Kits,Anyone interested in malware development? I have samples.,2024-04-09 08:00:00
2386,Anonymity Services,Selling high-quality ransomware with encryption.,2024-04-09 09:00:00
2387,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-04-09 10:00:00
2388,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-04-09 11:00:00
2389,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-04-09 12:00:00
2390,Phishing,Best anonymous VPN for dark web access?,2024-04-09 13:00:00
2391,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-04-09 14:00:00
2392,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-04-09 15:00:00
2393,Phishing,Best anonymous VPN for dark web access?,2024-04-09 16:00:00
2394,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-09 17:00:00
2395,Hacking Tools,Anyone interested in malware development? I have samples.,2024-04-09 18:00:00
2396,Exploit Kits,Best anonymous VPN for dark web access?,2024-04-09 19:00:00
2397,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-04-09 20:00:00
2398,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-04-09 21:00:00
2399,Trojan Deployment,Zero-day exploits available for purchase.,2024-04-09 22:00:00
2400,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-04-09 23:00:00
2401,Data Leaks,Looking for buyers of stolen PayPal credentials.,2024-04-10 00:00:00
2402,Data Leaks,Anyone interested in malware development? I have samples.,2024-04-10 01:00:00
2403,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-04-10 02:00:00
2404,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-04-10 03:00:00
2405,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-04-10 04:00:00
2406,DDoS-for-hire,Exclusive forum for hackers—invites only!,2024-04-10 05:00:00
2407,Ransomware,Looking for botnet rental services. Need advice?,2024-04-10 06:00:00
2408,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-04-10 07:00:00
2409,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-04-10 08:00:00
2410,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-04-10 09:00:00
2411,Data Leaks,"Dump of 10,000 stolen emails available.",2024-04-10 10:00:00
2412,Exploit Kits,Zero-day exploits available for purchase.,2024-04-10 11:00:00
2413,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-04-10 12:00:00
2414,Data Leaks,Looking for buyers of stolen PayPal credentials.,2024-04-10 13:00:00
2415,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-04-10 14:00:00
2416,Carding,Selling high-quality ransomware with encryption.,2024-04-10 15:00:00
2417,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-04-10 16:00:00
2418,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-04-10 17:00:00
2419,Ransomware,"Dump of 10,000 stolen emails available.",2024-04-10 18:00:00
2420,Data Leaks,"New exploit found in Windows 11, selling access.",2024-04-10 19:00:00
2421,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-04-10 20:00:00
2422,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-04-10 21:00:00
2423,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-04-10 22:00:00
2424,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-04-10 23:00:00
2425,Trojan Deployment,Best anonymous VPN for dark web access?,2024-04-11 00:00:00
2426,Trojan Deployment,Best anonymous VPN for dark web access?,2024-04-11 01:00:00
2427,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-04-11 02:00:00
2428,DDoS-for-hire,Exclusive forum for hackers—invites only!,2024-04-11 03:00:00
2429,Anonymity Services,Selling high-quality ransomware with encryption.,2024-04-11 04:00:00
2430,Exploit Kits,Best anonymous VPN for dark web access?,2024-04-11 05:00:00
2431,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-04-11 06:00:00
2432,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-11 07:00:00
2433,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-04-11 08:00:00
2434,Data Leaks,Best anonymous VPN for dark web access?,2024-04-11 09:00:00
2435,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-11 10:00:00
2436,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-04-11 11:00:00
2437,Exploit Kits,Exclusive forum for hackers—invites only!,2024-04-11 12:00:00
2438,Phishing,Best anonymous VPN for dark web access?,2024-04-11 13:00:00
2439,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-04-11 14:00:00
2440,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-04-11 15:00:00
2441,Data Leaks,Zero-day exploits available for purchase.,2024-04-11 16:00:00
2442,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-04-11 17:00:00
2443,Carding,"Dump of 10,000 stolen emails available.",2024-04-11 18:00:00
2444,Carding,Best anonymous VPN for dark web access?,2024-04-11 19:00:00
2445,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-04-11 20:00:00
2446,Phishing,Looking for botnet rental services. Need advice?,2024-04-11 21:00:00
2447,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-04-11 22:00:00
2448,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-11 23:00:00
2449,DDoS-for-hire,Exclusive forum for hackers—invites only!,2024-04-12 00:00:00
2450,Ransomware,Looking for botnet rental services. Need advice?,2024-04-12 01:00:00
2451,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-04-12 02:00:00
2452,Ransomware,"New exploit found in Windows 11, selling access.",2024-04-12 03:00:00
2453,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-04-12 04:00:00
2454,Exploit Kits,Exclusive forum for hackers—invites only!,2024-04-12 05:00:00
2455,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-04-12 06:00:00
2456,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-04-12 07:00:00
2457,Trojan Deployment,Selling high-quality ransomware with encryption.,2024-04-12 08:00:00
2458,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-04-12 09:00:00
2459,Phishing,"Dump of 10,000 stolen emails available.",2024-04-12 10:00:00
2460,Exploit Kits,Zero-day exploits available for purchase.,2024-04-12 11:00:00
2461,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-04-12 12:00:00
2462,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-04-12 13:00:00
2463,Anonymity Services,Anyone interested in malware development? I have samples.,2024-04-12 14:00:00
2464,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-04-12 15:00:00
2465,Trojan Deployment,Best anonymous VPN for dark web access?,2024-04-12 16:00:00
2466,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-04-12 17:00:00
2467,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-04-12 18:00:00
2468,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-04-12 19:00:00
2469,Anonymity Services,Anyone interested in malware development? I have samples.,2024-04-12 20:00:00
2470,Data Leaks,Best anonymous VPN for dark web access?,2024-04-12 21:00:00
2471,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-04-12 22:00:00
2472,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-04-12 23:00:00
2473,Exploit Kits,Anyone interested in malware development? I have samples.,2024-04-13 00:00:00
2474,Phishing,Looking for buyers of stolen PayPal credentials.,2024-04-13 01:00:00
2475,Anonymity Services,Anyone interested in malware development? I have samples.,2024-04-13 02:00:00
2476,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-04-13 03:00:00
2477,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-04-13 04:00:00
2478,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-04-13 05:00:00
2479,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-04-13 06:00:00
2480,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-04-13 07:00:00
2481,Carding,Anyone interested in malware development? I have samples.,2024-04-13 08:00:00
2482,Ransomware,Selling high-quality ransomware with encryption.,2024-04-13 09:00:00
2483,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-04-13 10:00:00
2484,Trojan Deployment,Zero-day exploits available for purchase.,2024-04-13 11:00:00
2485,Carding,Zero-day exploits available for purchase.,2024-04-13 12:00:00
2486,DDoS-for-hire,Zero-day exploits available for purchase.,2024-04-13 13:00:00
2487,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-04-13 14:00:00
2488,Anonymity Services,Looking for botnet rental services. Need advice?,2024-04-13 15:00:00
2489,Ransomware,Looking for botnet rental services. Need advice?,2024-04-13 16:00:00
2490,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-04-13 17:00:00
2491,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-04-13 18:00:00
2492,Data Leaks,"New exploit found in Windows 11, selling access.",2024-04-13 19:00:00
2493,Phishing,Looking for buyers of stolen PayPal credentials.,2024-04-13 20:00:00
2494,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-04-13 21:00:00
2495,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-04-13 22:00:00
2496,Phishing,Selling high-quality ransomware with encryption.,2024-04-13 23:00:00
2497,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-04-14 00:00:00
2498,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-04-14 01:00:00
2499,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-04-14 02:00:00
2500,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-04-14 03:00:00
2501,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-04-14 04:00:00
2502,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-04-14 05:00:00
2503,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-04-14 06:00:00
2504,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-04-14 07:00:00
2505,Anonymity Services,Zero-day exploits available for purchase.,2024-04-14 08:00:00
2506,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-04-14 09:00:00
2507,Carding,We need volunteers for a DDoS attack on major bank sites.,2024-04-14 10:00:00
2508,Phishing,"New exploit found in Windows 11, selling access.",2024-04-14 11:00:00
2509,Carding,We need volunteers for a DDoS attack on major bank sites.,2024-04-14 12:00:00
2510,Carding,Looking for buyers of stolen PayPal credentials.,2024-04-14 13:00:00
2511,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-04-14 14:00:00
2512,Ransomware,"Dump of 10,000 stolen emails available.",2024-04-14 15:00:00
2513,Ransomware,"New exploit found in Windows 11, selling access.",2024-04-14 16:00:00
2514,Trojan Deployment,Selling high-quality ransomware with encryption.,2024-04-14 17:00:00
2515,Exploit Kits,Anyone interested in malware development? I have samples.,2024-04-14 18:00:00
2516,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-04-14 19:00:00
2517,Phishing,Best anonymous VPN for dark web access?,2024-04-14 20:00:00
2518,Trojan Deployment,Zero-day exploits available for purchase.,2024-04-14 21:00:00
2519,DDoS-for-hire,Exclusive forum for hackers—invites only!,2024-04-14 22:00:00
2520,Carding,Best anonymous VPN for dark web access?,2024-04-14 23:00:00
2521,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-04-15 00:00:00
2522,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-04-15 01:00:00
2523,Anonymity Services,Selling high-quality ransomware with encryption.,2024-04-15 02:00:00
2524,Phishing,Best anonymous VPN for dark web access?,2024-04-15 03:00:00
2525,Hacking Tools,Best anonymous VPN for dark web access?,2024-04-15 04:00:00
2526,Ransomware,Looking for botnet rental services. Need advice?,2024-04-15 05:00:00
2527,Phishing,Anyone interested in malware development? I have samples.,2024-04-15 06:00:00
2528,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-04-15 07:00:00
2529,Phishing,Looking for botnet rental services. Need advice?,2024-04-15 08:00:00
2530,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-04-15 09:00:00
2531,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-04-15 10:00:00
2532,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-04-15 11:00:00
2533,Data Leaks,Selling high-quality ransomware with encryption.,2024-04-15 12:00:00
2534,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-04-15 13:00:00
2535,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-04-15 14:00:00
2536,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-04-15 15:00:00
2537,Phishing,Looking for botnet rental services. Need advice?,2024-04-15 16:00:00
2538,Ransomware,Exclusive forum for hackers—invites only!,2024-04-15 17:00:00
2539,Phishing,Selling high-quality ransomware with encryption.,2024-04-15 18:00:00
2540,Hacking Tools,Zero-day exploits available for purchase.,2024-04-15 19:00:00
2541,Carding,"New exploit found in Windows 11, selling access.",2024-04-15 20:00:00
2542,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-04-15 21:00:00
2543,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-04-15 22:00:00
2544,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-04-15 23:00:00
2545,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-04-16 00:00:00
2546,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-04-16 01:00:00
2547,Ransomware,Zero-day exploits available for purchase.,2024-04-16 02:00:00
2548,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-04-16 03:00:00
2549,Anonymity Services,Selling high-quality ransomware with encryption.,2024-04-16 04:00:00
2550,Phishing,"Dump of 10,000 stolen emails available.",2024-04-16 05:00:00
2551,Data Leaks,Anyone interested in malware development? I have samples.,2024-04-16 06:00:00
2552,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-04-16 07:00:00
2553,DDoS-for-hire,Exclusive forum for hackers—invites only!,2024-04-16 08:00:00
2554,Ransomware,"New exploit found in Windows 11, selling access.",2024-04-16 09:00:00
2555,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-04-16 10:00:00
2556,Exploit Kits,Anyone interested in malware development? I have samples.,2024-04-16 11:00:00
2557,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-04-16 12:00:00
2558,Anonymity Services,Anyone interested in malware development? I have samples.,2024-04-16 13:00:00
2559,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-04-16 14:00:00
2560,Hacking Tools,Anyone interested in malware development? I have samples.,2024-04-16 15:00:00
2561,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-04-16 16:00:00
2562,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-04-16 17:00:00
